OpportunityID,Event,FieldEvent,OldValue,NewValue,Stage,Probability,StageLength,days_in_stage,CreatedDate,ModifiedDate,from_date,EditDate,EditYear,EditMonth,StageChangeDate,AccountCountry,StageDuration,Age,OldNewStage
0062000000YcBYY,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,282 days 23:56:00.000000000,282,7/13/14 0:00,4/21/15 0:00,7/13/14 0:00,4/21/15 23:56,2015,4,,United States,418,282,"(Prospect, Closed Deferred)"
0062000000YcBYE,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 11:38:00.000000000,0,7/13/14 0:00,7/13/14 0:00,7/13/14 0:00,7/13/14 11:38,2014,7,,United States,525,261,"(Created, Created)"
0062000000YcBYT,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 11:41:00.000000000,0,7/13/14 0:00,7/13/14 0:00,7/13/14 0:00,7/13/14 11:41,2014,7,,United States,489,291,"(Created, Created)"
0062000000YcBYE,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,176 days 15:02:00.000000000,176,7/13/14 0:00,1/5/15 0:00,7/13/14 0:00,1/5/15 15:02,2015,1,,United States,525,261,"(Prospect, Closed Deferred)"
0062000000YcBYT,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,212 days 11:48:00.000000000,212,7/13/14 0:00,2/10/15 0:00,7/13/14 0:00,2/10/15 11:48,2015,2,,United States,489,291,"(Prospect, Closed Deferred)"
0062000000devMV,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 09:33:00.000000000,0,5/14/15 0:00,5/14/15 0:00,5/14/15 0:00,5/14/15 9:33,2015,5,11/20/15 0:00,Canada,206,505,"(Created, Created)"
0062000000devMV,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,5 days 14:14:00.000000000,5,5/14/15 0:00,5/19/15 0:00,5/14/15 0:00,5/19/15 14:14,2015,5,11/20/15 0:00,Canada,206,505,"(Prospect, Qualified)"
0062000000devMV,stage_change,Stage,Qualified,Buying Process id.,Closed Deferred,0,57 days 10:41:00.000000000,57,5/14/15 0:00,7/15/15 0:00,5/19/15 0:00,7/15/15 10:41,2015,7,11/20/15 0:00,Canada,206,505,"(Qualified, Buying Process id.)"
0062000000devMV,stage_change,Stage,Buying Process id.,Prospect,Closed Deferred,0,15 days 14:05:00.000000000,15,5/14/15 0:00,7/30/15 0:00,7/15/15 0:00,7/30/15 14:05,2015,7,11/20/15 0:00,Canada,206,505,"(Buying Process id., Prospect)"
0062000000devMV,stage_change,Stage,Prospect,Buying Process id.,Closed Deferred,0,13 days 16:43:00.000000000,13,5/14/15 0:00,8/12/15 0:00,7/30/15 0:00,8/12/15 16:43,2015,8,11/20/15 0:00,Canada,206,505,"(Prospect, Buying Process id.)"
0062000000devMV,stage_change,Stage,Buying Process id.,Closed Deferred,Closed Deferred,0,100 days 15:39:00.000000000,100,5/14/15 0:00,11/20/15 0:00,8/12/15 0:00,11/20/15 15:39,2015,11,11/20/15 0:00,Canada,206,505,"(Buying Process id., Closed Deferred)"
0062000000WWlJr,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 17:35:00.000000000,0,3/18/14 0:00,3/18/14 0:00,3/18/14 0:00,3/18/14 17:35,2014,3,,United States,602,469,"(Created, Created)"
0062000000WWlJr,stage_change,Stage,Prospect,Buying Process id.,Closed Deferred,0,0 days 17:54:00.000000000,0,3/18/14 0:00,3/18/14 0:00,3/18/14 0:00,3/18/14 17:54,2014,3,,United States,602,469,"(Prospect, Buying Process id.)"
0062000000WWlJr,stage_change,Stage,Buying Process id.,Qualified,Closed Deferred,0,20 days 12:49:00.000000000,20,3/18/14 0:00,4/7/14 0:00,3/18/14 0:00,4/7/14 12:49,2014,4,,United States,602,469,"(Buying Process id., Qualified)"
0062000000WWlJr,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,196 days 17:48:00.000000000,196,3/18/14 0:00,10/20/14 0:00,4/7/14 0:00,10/20/14 17:48,2014,10,,United States,602,469,"(Qualified, Closed Deferred)"
0062000000hzxB4,opp_created,Created by lead convert,Created,Created,Prospect,10,0 days 13:51:00.000000000,0,3/25/16 0:00,3/25/16 0:00,3/25/16 0:00,3/25/16 13:51,2016,3,6/2/16 0:00,United States,11,80,"(Created, Created)"
0062000000hzxB4,stage_change,Stage,Prospect,Qualified,Prospect,10,12 days 17:54:00.000000000,12,3/25/16 0:00,4/6/16 0:00,3/25/16 0:00,4/6/16 17:54,2016,4,6/2/16 0:00,United States,11,80,"(Prospect, Qualified)"
0062000000hzxB4,stage_change,Stage,Qualified,Closed Deferred,Prospect,10,20 days 14:47:00.000000000,20,3/25/16 0:00,4/26/16 0:00,4/6/16 0:00,4/26/16 14:47,2016,4,6/2/16 0:00,United States,11,80,"(Qualified, Closed Deferred)"
0062000000hzxB4,stage_change,Stage,Closed Deferred,Prospect,Prospect,10,37 days 17:12:00.000000000,37,3/25/16 0:00,6/2/16 0:00,4/26/16 0:00,6/2/16 17:12,2016,6,6/2/16 0:00,United States,11,80,"(Closed Deferred, Prospect)"
0062000000hzxB4,stage_change,Stage,Prospect,Closed Deferred,Prospect,10,0 days 17:13:00.000000000,0,3/25/16 0:00,6/2/16 0:00,6/2/16 0:00,6/2/16 17:13,2016,6,6/2/16 0:00,United States,11,80,"(Prospect, Closed Deferred)"
0062000000hzxB4,stage_change,Stage,Closed Deferred,Prospect,Prospect,10,0 days 17:13:00.000000000,0,3/25/16 0:00,6/2/16 0:00,6/2/16 0:00,6/2/16 17:13,2016,6,6/2/16 0:00,United States,11,80,"(Closed Deferred, Prospect)"
0062000000hzxB4,stage_change,Stage,Prospect,Closed Deferred,Prospect,10,0 days 17:14:00.000000000,0,3/25/16 0:00,6/2/16 0:00,6/2/16 0:00,6/2/16 17:14,2016,6,6/2/16 0:00,United States,11,80,"(Prospect, Closed Deferred)"
0062000000hzxB4,stage_change,Stage,Closed Deferred,Prospect,Prospect,10,0 days 17:14:00.000000000,0,3/25/16 0:00,6/2/16 0:00,6/2/16 0:00,6/2/16 17:14,2016,6,6/2/16 0:00,United States,11,80,"(Closed Deferred, Prospect)"
0062000000dAYm0,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 16:47:00.000000000,0,3/30/15 0:00,3/30/15 0:00,3/30/15 0:00,3/30/15 16:47,2015,3,,United States,418,182,"(Created, Created)"
0062000000dAYm0,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,23 days 00:08:00.000000000,23,3/30/15 0:00,4/22/15 0:00,3/30/15 0:00,4/22/15 0:08,2015,4,,United States,418,182,"(Prospect, Closed Deferred)"
0062000000QGnRh,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 10:10:00.000000000,0,11/8/12 0:00,11/8/12 0:00,11/8/12 0:00,11/8/12 10:10,2012,11,,,1118,418,"(Created, Created)"
0062000000QGnRh,stage_change,Stage,Buying Process id.,Closed Deferred,Closed Deferred,0,195 days 11:11:00.000000000,195,11/8/12 0:00,5/22/13 0:00,11/8/12 0:00,5/22/13 11:11,2013,5,,,1118,418,"(Buying Process id., Closed Deferred)"
0062000000f9sUV,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 07:48:00.000000000,0,9/1/15 0:00,9/1/15 0:00,9/1/15 0:00,9/1/15 7:48,2015,9,5/15/16 0:00,Denmark,29,257,"(Created, Created)"
0062000000f9sUV,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,10 days 04:59:00.000000000,10,9/1/15 0:00,9/11/15 0:00,9/1/15 0:00,9/11/15 4:59,2015,9,5/15/16 0:00,Denmark,29,257,"(Prospect, Qualified)"
0062000000f9sUV,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,247 days 17:09:00.000000000,247,9/1/15 0:00,5/15/16 0:00,9/11/15 0:00,5/15/16 17:09,2016,5,5/15/16 0:00,Denmark,29,257,"(Qualified, Closed Deferred)"
0062000000WmGfs,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 12:37:00.000000000,0,4/7/14 0:00,4/7/14 0:00,4/7/14 0:00,4/7/14 12:37,2014,4,,Denmark,593,449,"(Created, Created)"
0062000000WmGfs,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,205 days 10:20:00.000000000,205,4/7/14 0:00,10/29/14 0:00,4/7/14 0:00,10/29/14 10:20,2014,10,,Denmark,593,449,"(Prospect, Closed Deferred)"
0062000000gpRAm,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 14:23:00.000000000,0,12/3/15 0:00,12/3/15 0:00,12/3/15 0:00,12/3/15 14:23,2015,12,5/10/16 0:00,United States,34,159,"(Created, Created)"
0062000000gpRAm,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,159 days 10:26:00.000000000,159,12/3/15 0:00,5/10/16 0:00,12/3/15 0:00,5/10/16 10:26,2016,5,5/10/16 0:00,United States,34,159,"(Qualified, Closed Deferred)"
0062000000hek6V,opp_created,Created.,Created,Created,Closed Won,100,0 days 08:18:00.000000000,0,2/16/16 0:00,2/16/16 0:00,2/16/16 0:00,2/16/16 8:18,2016,2,2/16/16 0:00,Brazil,118,0,"(Created, Created)"
0062000000hek6V,stage_change,Stage,PO In Progress,Closed Won,Closed Won,100,0 days 08:21:00.000000000,0,2/16/16 0:00,2/16/16 0:00,2/16/16 0:00,2/16/16 8:21,2016,2,2/16/16 0:00,Brazil,118,0,"(PO In Progress, Closed Won)"
0062000000cjlSQ,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 09:50:00.000000000,0,3/18/15 0:00,3/18/15 0:00,3/18/15 0:00,3/18/15 9:50,2015,3,5/9/16 0:00,United States,35,418,"(Created, Created)"
0062000000cjlSQ,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 09:56:00.000000000,0,3/18/15 0:00,3/18/15 0:00,3/18/15 0:00,3/18/15 9:56,2015,3,5/9/16 0:00,United States,35,418,"(Prospect, Qualified)"
0062000000cjlSQ,stage_change,Stage,Qualified,Buying Process id.,Closed Deferred,0,49 days 12:34:00.000000000,49,3/18/15 0:00,5/6/15 0:00,3/18/15 0:00,5/6/15 12:34,2015,5,5/9/16 0:00,United States,35,418,"(Qualified, Buying Process id.)"
0062000000cjlSQ,stage_change,Stage,Buying Process id.,Qualified,Closed Deferred,0,267 days 10:49:00.000000000,267,3/18/15 0:00,1/28/16 0:00,5/6/15 0:00,1/28/16 10:49,2016,1,5/9/16 0:00,United States,35,418,"(Buying Process id., Qualified)"
0062000000cjlSQ,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,39 days 12:03:00.000000000,39,3/18/15 0:00,3/7/16 0:00,1/28/16 0:00,3/7/16 12:03,2016,3,5/9/16 0:00,United States,35,418,"(Qualified, Closed Deferred)"
0062000000cjlSQ,stage_change,Stage,Closed Deferred,Qualified,Closed Deferred,0,0 days 12:12:00.000000000,0,3/18/15 0:00,3/7/16 0:00,3/7/16 0:00,3/7/16 12:12,2016,3,5/9/16 0:00,United States,35,418,"(Closed Deferred, Qualified)"
0062000000cjlSQ,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,63 days 12:33:00.000000000,63,3/18/15 0:00,5/9/16 0:00,3/7/16 0:00,5/9/16 12:33,2016,5,5/9/16 0:00,United States,35,418,"(Qualified, Closed Deferred)"
0062000000hfALZ,opp_created,Created by lead convert,Created,Created,Closed Lost,0,0 days 10:43:00.000000000,0,2/18/16 0:00,2/18/16 0:00,2/18/16 0:00,2/18/16 10:43,2016,2,3/21/16 0:00,United States,84,32,"(Created, Created)"
0062000000hfALZ,stage_change,Stage,Prospect,Qualified,Closed Lost,0,5 days 17:28:00.000000000,5,2/18/16 0:00,2/23/16 0:00,2/18/16 0:00,2/23/16 17:28,2016,2,3/21/16 0:00,United States,84,32,"(Prospect, Qualified)"
0062000000hfALZ,stage_change,Stage,Qualified,Closed Lost,Closed Lost,0,27 days 17:11:00.000000000,27,2/18/16 0:00,3/21/16 0:00,2/23/16 0:00,3/21/16 17:11,2016,3,3/21/16 0:00,United States,84,32,"(Qualified, Closed Lost)"
0062000000WkQIW,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 09:49:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 9:49,2014,3,4/5/16 0:00,United States,69,741,"(Created, Created)"
0062000000WkQIW,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,44 days 08:31:00.000000000,44,3/26/14 0:00,5/9/14 0:00,3/26/14 0:00,5/9/14 8:31,2014,5,4/5/16 0:00,United States,69,741,"(Prospect, Qualified)"
0062000000WkQIW,stage_change,Stage,Qualified,Re-Qualify,Closed Deferred,0,675 days 14:51:00.000000000,675,3/26/14 0:00,3/14/16 0:00,5/9/14 0:00,3/14/16 14:51,2016,3,4/5/16 0:00,United States,69,741,"(Qualified, Re-Qualify)"
0062000000WkQIW,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,22 days 08:42:00.000000000,22,3/26/14 0:00,4/5/16 0:00,3/14/16 0:00,4/5/16 8:42,2016,4,4/5/16 0:00,United States,69,741,"(Re-Qualify, Closed Deferred)"
0062000000WkQFc,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 09:45:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 9:45,2014,3,,Canada,770,431,"(Created, Created)"
0062000000WkQFc,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 13:38:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 13:38,2014,3,,Canada,770,431,"(Prospect, Qualified)"
0062000000WkQFc,stage_change,Stage,Qualified,Prospect,Closed Deferred,0,12 days 14:13:00.000000000,12,3/26/14 0:00,4/7/14 0:00,3/26/14 0:00,4/7/14 14:13,2014,4,,Canada,770,431,"(Qualified, Prospect)"
0062000000WkQFc,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,28 days 14:43:00.000000000,28,3/26/14 0:00,5/5/14 0:00,4/7/14 0:00,5/5/14 14:43,2014,5,,Canada,770,431,"(Prospect, Closed Deferred)"
0062000000WkPYH,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 08:57:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:57,2014,3,,United States,601,461,"(Created, Created)"
0062000000WkPYH,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,208 days 10:51:00.000000000,208,3/26/14 0:00,10/20/14 0:00,3/26/14 0:00,10/20/14 10:51,2014,10,,United States,601,461,"(Prospect, Qualified)"
0062000000WkPYH,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,1 days 09:22:00.000000000,1,3/26/14 0:00,10/21/14 0:00,10/20/14 0:00,10/21/14 9:22,2014,10,,United States,601,461,"(Qualified, Closed Deferred)"
0062000000dfnTQ,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 18:26:00.000000000,0,5/21/15 0:00,5/21/15 0:00,5/21/15 0:00,5/21/15 18:26,2015,5,6/9/16 0:00,Australia,4,385,"(Created, Created)"
0062000000dfnTQ,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,385 days 07:22:00.000000000,385,5/21/15 0:00,6/9/16 0:00,5/21/15 0:00,6/9/16 7:22,2016,6,6/9/16 0:00,Australia,4,385,"(Qualified, Closed Deferred)"
0062000000WkN7f,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 06:28:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 6:28,2014,3,,,511,461,"(Created, Created)"
0062000000WkN7f,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 08:23:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:23,2014,3,,,511,461,"(Prospect, Qualified)"
0062000000WkN7f,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,299 days 08:24:00.000000000,299,3/26/14 0:00,1/19/15 0:00,3/26/14 0:00,1/19/15 8:24,2015,1,,,511,461,"(Qualified, Closed Deferred)"
0062000000fsCVz,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 09:49:00.000000000,0,10/14/15 0:00,10/14/15 0:00,10/14/15 0:00,10/14/15 9:49,2015,10,4/25/16 0:00,United States,48,195,"(Created, Created)"
0062000000fsCVz,stage_change,Stage,Prospect,Re-Qualify,Closed Deferred,0,131 days 09:07:00.000000000,131,10/14/15 0:00,2/22/16 0:00,10/14/15 0:00,2/22/16 9:07,2016,2,4/25/16 0:00,United States,48,195,"(Prospect, Re-Qualify)"
0062000000fsCVz,stage_change,SDR Created By,Created,Christina Garza,Closed Deferred,0,134 days 14:04:00.000000000,134,10/14/15 0:00,2/25/16 0:00,10/14/15 0:00,2/25/16 14:04,2016,2,4/25/16 0:00,United States,48,195,"(Created, Christina Garza)"
0062000000fsCVz,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,63 days 21:49:00.000000000,63,10/14/15 0:00,4/25/16 0:00,2/22/16 0:00,4/25/16 21:49,2016,4,4/25/16 0:00,United States,48,195,"(Re-Qualify, Closed Deferred)"
0062000000WlbuB,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 10:31:00.000000000,0,4/2/14 0:00,4/2/14 0:00,4/2/14 0:00,4/2/14 10:31,2014,4,12/21/15 0:00,Belgium,175,1125,"(Created, Created)"
0062000000WlbuB,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,628 days 09:37:00.000000000,628,4/2/14 0:00,12/21/15 0:00,4/2/14 0:00,12/21/15 9:37,2015,12,12/21/15 0:00,Belgium,175,1125,"(Prospect, Closed Deferred)"
0062000000Wn2ta,opp_created,Created by lead convert,Created,Created,Negotiation/Review,80,0 days 20:05:00.000000000,0,4/11/14 0:00,4/11/14 0:00,4/11/14 0:00,4/11/14 20:05,2014,4,5/5/16 0:00,United States,39,793,"(Created, Created)"
0062000000Wn2ta,stage_change,Stage,Prospect,Qualified,Negotiation/Review,80,0 days 20:16:00.000000000,0,4/11/14 0:00,4/11/14 0:00,4/11/14 0:00,4/11/14 20:16,2014,4,5/5/16 0:00,United States,39,793,"(Prospect, Qualified)"
0062000000Wn2ta,stage_change,Stage,Qualified,Buying Process id.,Negotiation/Review,80,16 days 21:02:00.000000000,16,4/11/14 0:00,4/27/14 0:00,4/11/14 0:00,4/27/14 21:02,2014,4,5/5/16 0:00,United States,39,793,"(Qualified, Buying Process id.)"
0062000000Wn2ta,stage_change,Stage,Buying Process id.,Short List,Negotiation/Review,80,613 days 11:14:00.000000000,613,4/11/14 0:00,12/31/15 0:00,4/27/14 0:00,12/31/15 11:14,2015,12,5/5/16 0:00,United States,39,793,"(Buying Process id., Short List)"
0062000000Wn2ta,stage_change,Stage,Short List,Chosen Vendor,Negotiation/Review,80,97 days 10:30:00.000000000,97,4/11/14 0:00,4/6/16 0:00,12/31/15 0:00,4/6/16 10:30,2016,4,5/5/16 0:00,United States,39,793,"(Short List, Chosen Vendor)"
0062000000Wn2ta,stage_change,Stage,Chosen Vendor,Negotiation/Review,Negotiation/Review,80,29 days 14:07:00.000000000,29,4/11/14 0:00,5/5/16 0:00,4/6/16 0:00,5/5/16 14:07,2016,5,5/5/16 0:00,United States,39,793,"(Chosen Vendor, Negotiation/Review)"
0062000000ehQyd,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 15:33:00.000000000,0,8/4/15 0:00,8/4/15 0:00,8/4/15 0:00,8/4/15 15:33,2015,8,4/25/16 0:00,United States,49,265,"(Created, Created)"
0062000000ehQyd,stage_change,SDR Created By,Created,Christina Garza,Closed Deferred,0,205 days 14:05:00.000000000,205,8/4/15 0:00,2/25/16 0:00,8/4/15 0:00,2/25/16 14:05,2016,2,4/25/16 0:00,United States,49,265,"(Created, Christina Garza)"
0062000000ehQyd,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,265 days 15:24:00.000000000,265,8/4/15 0:00,4/25/16 0:00,8/4/15 0:00,4/25/16 15:24,2016,4,4/25/16 0:00,United States,49,265,"(Prospect, Closed Deferred)"
0062000000ZL0YC,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 15:24:00.000000000,0,7/30/14 0:00,7/30/14 0:00,7/30/14 0:00,7/30/14 15:24,2014,7,,United States,640,154,"(Created, Created)"
0062000000ZL0YC,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 15:24:00.000000000,0,7/30/14 0:00,7/30/14 0:00,7/30/14 0:00,7/30/14 15:24,2014,7,,United States,640,154,"(Prospect, Qualified)"
0062000000ZL0YC,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,44 days 10:32:00.000000000,44,7/30/14 0:00,9/12/14 0:00,7/30/14 0:00,9/12/14 10:32,2014,9,,United States,640,154,"(Qualified, Closed Deferred)"
0062000000hyFF1,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 15:28:00.000000000,0,3/3/16 0:00,3/3/16 0:00,3/3/16 0:00,3/3/16 15:28,2016,3,5/9/16 0:00,United States,35,67,"(Created, Created)"
0062000000hyFF1,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,20 days 14:59:00.000000000,20,3/3/16 0:00,3/23/16 0:00,3/3/16 0:00,3/23/16 14:59,2016,3,5/9/16 0:00,United States,35,67,"(Prospect, Qualified)"
0062000000hyFF1,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,47 days 11:15:00.000000000,47,3/3/16 0:00,5/9/16 0:00,3/23/16 0:00,5/9/16 11:15,2016,5,5/9/16 0:00,United States,35,67,"(Qualified, Closed Deferred)"
0062000000aIjvt,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 07:25:00.000000000,0,10/20/14 0:00,10/20/14 0:00,10/20/14 0:00,10/20/14 7:25,2014,10,,Belgium,574,162,"(Created, Created)"
0062000000aIjvt,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,28 days 07:54:00.000000000,28,10/20/14 0:00,11/17/14 0:00,10/20/14 0:00,11/17/14 7:54,2014,11,,Belgium,574,162,"(Qualified, Closed Deferred)"
0062000000eg99P,opp_created,Created by lead convert,Created,Created,Closed Won,100,0 days 15:31:00.000000000,0,7/24/15 0:00,7/24/15 0:00,7/24/15 0:00,7/24/15 15:31,2015,7,3/28/16 0:00,United States,77,248,"(Created, Created)"
0062000000eg99P,stage_change,Stage,Prospect,Qualified,Closed Won,100,3 days 17:38:00.000000000,3,7/24/15 0:00,7/27/15 0:00,7/24/15 0:00,7/27/15 17:38,2015,7,3/28/16 0:00,United States,77,248,"(Prospect, Qualified)"
0062000000eg99P,stage_change,Stage,Qualified,Buying Process id.,Closed Won,100,81 days 08:57:00.000000000,81,7/24/15 0:00,10/16/15 0:00,7/27/15 0:00,10/16/15 8:57,2015,10,3/28/16 0:00,United States,77,248,"(Qualified, Buying Process id.)"
0062000000eg99P,stage_change,Stage,Buying Process id.,Negotiation/Review,Closed Won,100,108 days 17:17:00.000000000,108,7/24/15 0:00,2/1/16 0:00,10/16/15 0:00,2/1/16 17:17,2016,2,3/28/16 0:00,United States,77,248,"(Buying Process id., Negotiation/Review)"
0062000000eg99P,stage_change,Stage,Negotiation/Review,Closed Won,Closed Won,100,56 days 17:00:00.000000000,56,7/24/15 0:00,3/28/16 0:00,2/1/16 0:00,3/28/16 17:00,2016,3,3/28/16 0:00,United States,77,248,"(Negotiation/Review, Closed Won)"
0062000000YZnBG,opp_created,Created.,Created,Created,Short List,50,0 days 13:41:00.000000000,0,6/26/14 0:00,6/26/14 0:00,6/26/14 0:00,6/26/14 13:41,2014,6,3/30/16 0:00,United States,75,718,"(Created, Created)"
0062000000YZnBG,stage_change,Stage,Qualified,Buying Process id.,Short List,50,29 days 11:43:00.000000000,29,6/26/14 0:00,7/25/14 0:00,6/26/14 0:00,7/25/14 11:43,2014,7,3/30/16 0:00,United States,75,718,"(Qualified, Buying Process id.)"
0062000000YZnBG,stage_change,Stage,Buying Process id.,Short List,Short List,50,166 days 15:29:00.000000000,166,6/26/14 0:00,1/7/15 0:00,7/25/14 0:00,1/7/15 15:29,2015,1,3/30/16 0:00,United States,75,718,"(Buying Process id., Short List)"
0062000000YZnBG,stage_change,Stage,Short List,Negotiation/Review,Short List,50,105 days 15:54:00.000000000,105,6/26/14 0:00,4/22/15 0:00,1/7/15 0:00,4/22/15 15:54,2015,4,3/30/16 0:00,United States,75,718,"(Short List, Negotiation/Review)"
0062000000YZnBG,stage_change,Stage,Negotiation/Review,Short List,Short List,50,141 days 15:08:00.000000000,141,6/26/14 0:00,9/10/15 0:00,4/22/15 0:00,9/10/15 15:08,2015,9,3/30/16 0:00,United States,75,718,"(Negotiation/Review, Short List)"
